date,symbol,name,sector,open,high,low,close,volume_usd,market_cap_usd,fear_greed_index,sentiment,rsi_14,return_1d_pct,return_7d_pct,return_30d_pct,macro_event
2025-02-03,BTC,Bitcoin,Layer-1,148523.900943,165215.462584,152014.425372,153497.559531,256772931903.93,3020962607785.96,43,Neutral,80.07,2.6477,12.36,79.5536,Fed Signals Rate Pause
2025-02-04,BTC,Bitcoin,Layer-1,151961.038981,162447.927193,153937.969465,157134.589583,55340367165.42,3092542454553.25,54,Neutral,72.07,2.3694,11.2887,91.2929,
2025-02-05,BTC,Bitcoin,Layer-1,164887.971901,167763.149314,162824.285309,164576.425957,148871550201.36,3239004127874.47,76,Greed,77.55,4.736,12.8406,119.1757,
2025-02-06,BTC,Bitcoin,Layer-1,167204.30922,169085.766069,165110.040212,166408.079454,87395853722.01,3275052627542.76,48,Neutral,78.05,1.113,11.0209,114.6183,
2025-02-07,BTC,Bitcoin,Layer-1,170878.522278,187208.2981,154574.378488,172481.340238,29373706439.19,3394579568506.6,66,Greed,90.0,3.6496,15.7193,128.2818,
2025-02-08,BTC,Bitcoin,Layer-1,173097.613076,183841.091286,173846.764749,176995.442452,186762546637.58,3483420941870.37,68,Greed,77.89,2.6172,19.2114,131.198,
2025-02-09,BTC,Bitcoin,Layer-1,169822.427625,176689.691641,168540.362434,171908.568771,28005871690.62,3383306938571.76,39,Fear,70.61,-2.874,14.9596,112.469,
2025-02-10,BTC,Bitcoin,Layer-1,169379.49368,169005.19807,162636.586103,168144.668475,82385312392.67,3309230177427.57,35,Fear,79.25,-2.1895,9.5422,99.8948,
2025-02-11,BTC,Bitcoin,Layer-1,171691.003861,179096.137249,170848.237189,173857.387448,125784408732.37,3421661348719.66,55,Neutral,71.05,3.3975,10.6423,102.7247,
2025-02-12,BTC,Bitcoin,Layer-1,177355.983724,183658.736733,172558.869226,179053.412256,85299552803.15,3523923539085.64,51,Neutral,75.62,2.9887,8.7965,98.3972,
2025-02-13,BTC,Bitcoin,Layer-1,180688.926768,197942.338094,177003.188287,186944.83119,179899548377.67,3679233379795.74,62,Greed,82.41,4.4073,12.3412,98.0539,
2025-02-14,BTC,Bitcoin,Layer-1,172458.566359,180672.123262,170741.795469,172066.772438,163591390042.08,3386420521389.45,10,Extreme Fear,75.98,-7.9585,-0.2404,73.9269,
2025-02-15,BTC,Bitcoin,Layer-1,179014.401365,188903.521249,174437.307507,176479.054035,136857981092.62,3473257978343.78,73,Greed,74.69,2.5643,-0.2918,85.5638,
2025-02-16,BTC,Bitcoin,Layer-1,159495.318563,168925.155534,154832.584008,161341.928242,121147090494.92,3175346460091.4,16,Extreme Fear,71.39,-8.5773,-6.1467,68.3789,
2025-02-17,BTC,Bitcoin,Layer-1,161479.730473,164908.63104,156444.526949,161319.775599,150185677312.75,3174910477214.18,56,Neutral,79.96,-0.0137,-4.0589,69.0676,
2025-02-18,BTC,Bitcoin,Layer-1,153049.653296,153179.152912,148366.791124,151849.959739,131423115418.45,2988536441677.79,18,Extreme Fear,76.97,-5.8702,-12.6583,39.4377,Ethereum Pectra Upgrade Hype
2025-02-19,BTC,Bitcoin,Layer-1,170220.025142,172501.154111,162474.373651,165113.097432,25540739191.34,3249566279250.67,79,Greed,86.14,8.7344,-7.7856,46.8077,
2025-02-20,BTC,Bitcoin,Layer-1,166279.027433,165546.085,158887.151938,164881.843339,38949893588.22,3245015001892.53,36,Fear,83.16,-0.1401,-11.8019,32.4119,
2025-02-21,BTC,Bitcoin,Layer-1,181820.693016,186197.080568,183286.250191,184531.744376,58647785013.34,3631741777616.38,92,Extreme Greed,83.23,11.9176,7.2443,50.1841,
2025-02-22,BTC,Bitcoin,Layer-1,187929.021914,193432.592878,190968.120219,191423.459667,206316317080.71,3767376599835.72,72,Greed,70.29,3.7347,8.4681,50.9117,
2025-02-23,BTC,Bitcoin,Layer-1,209486.128171,211067.134194,201186.302236,203146.45711,65209383129.05,3998095166534.76,67,Greed,84.33,6.1241,25.9105,64.0497,
2025-02-24,BTC,Bitcoin,Layer-1,214858.112327,224333.09409,209696.831615,213113.566998,39505424926.65,4194256371778.25,63,Greed,85.31,4.9064,32.1063,66.1631,
2025-02-25,BTC,Bitcoin,Layer-1,232638.020353,239130.216644,230968.281175,233911.733586,185181058390.21,4603581990793.23,89,Extreme Greed,85.25,9.7592,54.0414,66.0149,
2025-02-26,BTC,Bitcoin,Layer-1,239675.998896,262813.091021,238320.68572,239206.79326,142013750190.87,4707793271601.28,49,Neutral,86.32,2.2637,44.8745,75.0991,
2025-02-27,BTC,Bitcoin,Layer-1,228224.640564,235957.167291,225415.152609,234193.912568,108700085907.89,4609135513316.15,41,Neutral,76.47,-2.0956,42.0374,65.8651,
2025-02-28,BTC,Bitcoin,Layer-1,230410.993282,241507.393841,221171.383048,228601.974145,120035356420.22,4499081406043.85,31,Fear,77.58,-2.3877,23.8822,56.7393,
2025-03-01,BTC,Bitcoin,Layer-1,221597.195977,229244.108254,220855.718466,224912.803686,79312235442.85,4426475391688.49,44,Neutral,79.62,-1.6138,17.4949,50.0529,
2025-03-02,BTC,Bitcoin,Layer-1,224048.930158,232514.13035,224362.353474,225588.600938,52023128589.61,4439775656765.23,53,Neutral,78.04,0.3005,11.0473,51.3495,
2025-03-03,BTC,Bitcoin,Layer-1,225062.048841,230201.60248,224006.165167,228843.099029,36136686975.12,4503826948969.65,54,Neutral,82.06,1.4427,7.3808,54.1323,
2025-03-04,BTC,Bitcoin,Layer-1,222074.170986,229449.382727,222105.409328,226824.638401,49559156394.46,4464101925974.48,58,Neutral,90.0,-0.882,-3.0298,51.6833,
2025-03-05,BTC,Bitcoin,Layer-1,234809.643058,257302.018145,224772.66337,235050.765456,185246236823.46,4625999107370.31,62,Greed,90.0,3.6266,-1.7374,53.13,SEC Approves Altcoin ETF Filings
2025-03-06,BTC,Bitcoin,Layer-1,259074.631658,273701.602931,248422.379893,256419.586092,123039965704.56,5046555683724.28,82,Extreme Greed,90.0,9.0912,9.4903,63.1847,
2025-03-07,BTC,Bitcoin,Layer-1,246549.01658,271917.458583,239163.487296,246131.733949,198339686756.53,4844081997940.21,32,Fear,79.75,-4.0121,7.6682,49.5547,
2025-03-08,BTC,Bitcoin,Layer-1,246851.211378,255148.574427,237359.161629,247012.171203,118277870335.63,4861409752401.0,38,Fear,90.0,0.3577,9.8257,48.4376,
2025-03-09,BTC,Bitcoin,Layer-1,264778.735625,265628.916533,262377.506485,262751.34216,57998433581.25,5171170031868.79,72,Greed,75.34,6.3718,16.4737,52.3361,
2025-03-10,BTC,Bitcoin,Layer-1,253467.470295,259689.962177,254584.877636,257677.647883,19009255502.01,5071315410459.19,43,Neutral,77.31,-1.931,12.6001,45.5843,
2025-03-11,BTC,Bitcoin,Layer-1,271159.920176,279113.324097,272969.401902,273249.543801,61797761513.0,5377783574808.5,76,Greed,77.4,6.0432,20.4673,58.9505,
2025-03-12,BTC,Bitcoin,Layer-1,269697.092284,277869.735002,271552.94071,273610.14802,77359184471.76,5384880572739.85,56,Neutral,85.31,0.132,16.4047,62.7231,
2025-03-13,BTC,Bitcoin,Layer-1,263145.201046,276727.038309,262928.389993,267863.206063,123713386362.98,5271775864001.21,40,Neutral,89.44,-2.1004,4.4628,54.0706,
2025-03-14,BTC,Bitcoin,Layer-1,256579.232062,287854.61125,243687.95423,266166.103995,179041249441.57,5238375450971.5,65,Greed,87.62,-0.6336,8.1397,48.6518,
2025-03-15,BTC,Bitcoin,Layer-1,269767.538085,271794.445855,264766.511342,268187.391702,187362611947.09,5278156113290.0,48,Neutral,88.43,0.7594,8.5725,43.458,
2025-03-16,BTC,Bitcoin,Layer-1,267702.78424,272329.491688,257989.052697,264996.421675,41460418593.41,5215355107439.05,33,Fear,82.48,-1.1898,0.8545,54.0079,
2025-03-17,BTC,Bitcoin,Layer-1,283897.444246,281219.78466,261959.649331,281032.410133,120888637927.03,5530957007938.57,69,Greed,83.56,6.0514,9.0636,59.2441,
2025-03-18,BTC,Bitcoin,Layer-1,271373.402215,284453.896554,275655.489072,277487.033582,203122836342.07,5461180980068.97,45,Neutral,90.0,-1.2616,1.5508,71.9869,
2025-03-19,BTC,Bitcoin,Layer-1,288311.130267,299588.42912,286247.816893,290688.522836,172380267364.5,5720997523898.78,79,Greed,78.29,4.7575,6.2419,80.194,
2025-03-20,BTC,Bitcoin,Layer-1,300147.903791,307281.948909,298548.065601,303396.910061,87230837997.16,5971109400144.0,61,Greed,90.0,4.3718,13.2656,99.8005,
2025-03-21,BTC,Bitcoin,Layer-1,304789.098143,303882.789015,296213.717103,301386.170405,114031959968.75,5931536332444.61,39,Fear,90.0,-0.6627,13.2324,82.5332,
2025-03-22,BTC,Bitcoin,Layer-1,310821.264833,305951.901061,302057.889084,304865.805405,73229154283.21,6000018510620.6,47,Neutral,84.64,1.1545,13.6764,84.8996,Global Equity Selloff
2025-03-23,BTC,Bitcoin,Layer-1,313826.821567,325814.035247,307172.370045,314889.626668,63516907260.76,6197295843989.02,49,Neutral,90.0,3.2879,18.8279,70.6425,
2025-03-24,BTC,Bitcoin,Layer-1,317417.355205,315905.619511,310079.463013,312047.640594,106763876700.14,6141363139345.46,60,Greed,77.47,-0.9025,11.0362,63.0143,
2025-03-25,BTC,Bitcoin,Layer-1,309100.693791,320481.947887,309142.597954,313109.201082,140845429629.71,6162255553217.25,36,Fear,88.21,0.3402,12.8374,54.1298,
2025-03-26,BTC,Bitcoin,Layer-1,285259.579443,298833.512453,261690.759612,285402.318142,92103306357.56,5616960516617.93,16,Extreme Fear,66.65,-8.849,-1.8185,33.9203,
2025-03-27,BTC,Bitcoin,Layer-1,287383.674367,293302.834948,255773.219749,285393.841236,132135009280.27,5616793683894.84,58,Neutral,88.33,-0.003,-5.9338,22.0092,
2025-03-28,BTC,Bitcoin,Layer-1,291852.631766,307770.604,289731.469772,298237.016996,220173633007.97,5869558313226.13,69,Greed,83.26,4.5002,-1.0449,24.6775,
2025-03-29,BTC,Bitcoin,Layer-1,315337.705543,323898.260724,316895.126836,320417.260523,28804877701.54,6306084382636.08,75,Greed,88.92,7.4371,5.1011,36.8171,
2025-03-30,BTC,Bitcoin,Layer-1,316814.240174,319734.062457,310472.961776,315659.398544,52646162235.3,6212445609634.28,47,Neutral,90.0,-1.4849,0.2445,38.0825,
2025-03-31,BTC,Bitcoin,Layer-1,320187.992098,366392.349941,294735.267893,318902.283584,33324708454.4,6276268347136.77,46,Neutral,84.65,1.0273,2.1967,41.7893,
2025-04-01,BTC,Bitcoin,Layer-1,347640.405938,374020.961904,340638.450282,351546.429567,86479054473.02,6918732922337.5,88,Extreme Greed,84.39,10.2364,12.276,55.8352,Bitcoin Halving Cycle Peak
2025-04-02,BTC,Bitcoin,Layer-1,359286.067496,380998.951728,341847.825553,360212.177186,60529673493.04,7089282210583.15,43,Neutral,90.0,2.465,26.2121,57.4057,
2025-04-03,BTC,Bitcoin,Layer-1,389749.69627,398236.502608,386041.273951,387777.281169,171445446740.88,7631786916616.76,76,Greed,89.73,7.6525,35.8744,70.9591,
2025-04-04,BTC,Bitcoin,Layer-1,364882.390741,371846.38832,363748.247322,364171.50291,79011143314.81,7167205110458.27,14,Extreme Fear,89.5,-6.0875,22.1081,54.9331,
2025-04-05,BTC,Bitcoin,Layer-1,388375.315129,395937.836724,358443.00362,390618.090888,83670559576.31,7687696469612.0,84,Extreme Greed,90.0,7.2621,21.9092,52.3355,
2025-04-06,BTC,Bitcoin,Layer-1,383771.68765,386091.46043,372759.617816,384396.552258,73666840142.08,7565251294430.41,53,Neutral,76.64,-1.5927,21.7757,56.1751,
2025-04-07,BTC,Bitcoin,Layer-1,368463.641248,378315.363841,374702.907135,377356.566783,27486147610.48,7426698388812.58,47,Neutral,76.61,-1.8314,18.3298,52.7684,
2025-04-08,BTC,Bitcoin,Layer-1,388768.183372,414070.301202,383967.560994,389241.879654,149792550389.46,7660611461278.23,53,Neutral,76.31,3.1496,10.7228,48.1408,
2025-04-09,BTC,Bitcoin,Layer-1,393689.110478,407394.864935,389930.319212,398285.410554,203766832450.9,7838595846001.77,56,Neutral,90.0,2.3234,10.5697,54.5673,
2025-04-10,BTC,Bitcoin,Layer-1,418069.930897,418790.954102,412295.567122,414800.497032,103512138256.57,8163626803279.86,67,Greed,84.58,4.1465,6.9687,51.8028,
2025-04-11,BTC,Bitcoin,Layer-1,381986.697412,399615.413715,376755.382526,392014.002126,36377235296.83,7715169190783.53,34,Fear,88.83,-5.4934,7.6454,43.2747,
2025-04-12,BTC,Bitcoin,Layer-1,404169.291053,401409.884024,390310.340377,391021.288568,35745192322.03,7695631743093.93,33,Fear,80.84,-0.2532,0.1032,45.978,
2025-04-13,BTC,Bitcoin,Layer-1,432618.298143,437533.050107,432103.65792,435047.798615,180775682789.48,8562110930198.36,99,Extreme Greed,90.0,11.2594,13.1768,63.4497,
2025-04-14,BTC,Bitcoin,Layer-1,452547.020366,456263.183739,429322.956994,450999.033704,202441412668.39,8876044812263.47,91,Extreme Greed,73.36,3.6665,19.5154,68.1656,
2025-04-15,BTC,Bitcoin,Layer-1,433953.107267,519204.642104,448123.11794,448610.249011,72409908749.76,8829031496485.34,59,Neutral,90.0,-0.5297,15.2523,69.2892,
2025-04-16,BTC,Bitcoin,Layer-1,483529.529437,500295.242729,474385.818867,476869.028792,149514293600.91,9385188332605.46,80,Extreme Greed,90.0,6.2992,19.7305,69.6847,
2025-04-17,BTC,Bitcoin,Layer-1,485654.416472,503074.726883,473809.23099,488409.116475,162847222835.19,9612307079556.24,59,Neutral,90.0,2.42,17.7455,76.0115,
2025-04-18,BTC,Bitcoin,Layer-1,510593.840143,537743.689455,502870.395583,519383.733532,151560032941.3,10221913904626.31,69,Greed,90.0,6.3419,32.4911,78.6736,
2025-04-19,BTC,Bitcoin,Layer-1,518521.178166,555238.165335,520476.947144,528488.655689,146282658478.74,10401106521534.75,65,Greed,90.0,1.753,35.156,74.1905,
2025-04-20,BTC,Bitcoin,Layer-1,580339.277117,589595.193722,573537.042579,585066.272768,25147626740.78,11514602176811.75,96,Extreme Greed,90.0,10.7055,34.4832,94.1251,
2025-04-21,BTC,Bitcoin,Layer-1,583301.893649,600016.415589,570175.817942,591796.662873,84176827243.67,11647061982070.23,57,Neutral,90.0,1.1504,31.2191,94.1171,
2025-04-22,BTC,Bitcoin,Layer-1,600490.650843,645073.947088,587885.03587,602106.199089,95974111911.93,11849962428884.62,51,Neutral,87.66,1.7421,34.2159,91.2118,
2025-04-23,BTC,Bitcoin,Layer-1,552031.733504,568947.214141,563211.351961,564110.185948,152728825661.61,11102168553237.99,17,Extreme Fear,90.0,-6.3105,18.2946,80.7769,
2025-04-24,BTC,Bitcoin,Layer-1,549425.45609,551255.250291,541901.777504,546346.548718,39411125801.47,10752565054565.06,33,Fear,90.0,-3.149,11.8625,74.4907,
2025-04-25,BTC,Bitcoin,Layer-1,575109.94218,575276.965609,565000.326868,570856.882374,132832335482.42,11234949280760.18,74,Greed,90.0,4.4862,9.9104,100.0183,
2025-04-26,BTC,Bitcoin,Layer-1,560089.046218,579330.464393,537593.83094,554999.372632,119086652005.25,10922859993293.43,49,Neutral,90.0,-2.7778,5.0163,94.4679,
2025-04-27,BTC,Bitcoin,Layer-1,585710.562442,590313.772572,576506.992382,577755.703039,21701282629.24,11370723942788.1,72,Greed,90.0,4.1002,-1.2495,93.7237,
2025-04-28,BTC,Bitcoin,Layer-1,538141.374964,577690.757027,519549.942521,542967.959476,38254946892.61,10686071542871.55,41,Neutral,90.0,-6.0212,-8.2509,69.4565,
2025-04-29,BTC,Bitcoin,Layer-1,529906.636301,544443.654783,522866.12409,542624.718266,139388048896.33,10679316263737.0,42,Neutral,90.0,-0.0632,-9.8789,71.902,
2025-04-30,BTC,Bitcoin,Layer-1,560176.399488,572719.611804,559974.837849,562738.71626,139060645763.77,11075176862572.38,59,Neutral,90.0,3.7068,-0.2431,76.4612,
2025-05-01,BTC,Bitcoin,Layer-1,556132.929494,581611.902988,545896.88809,565210.862496,135620363366.55,11123830804449.61,53,Neutral,90.0,0.4393,3.4528,60.7784,
2025-05-02,BTC,Bitcoin,Layer-1,557767.963477,557875.23328,554363.03933,557458.892255,124698620709.23,10971265432676.69,40,Neutral,90.0,-1.3715,-2.347,54.7585,
2025-05-03,BTC,Bitcoin,Layer-1,563279.335173,579377.969998,555277.657986,577026.456412,164495750877.11,11356371748525.7,69,Greed,79.33,3.5101,3.9688,48.8036,
2025-05-04,BTC,Bitcoin,Layer-1,612298.99933,623698.136041,594192.450758,618132.532729,86327013274.98,12165374314353.84,78,Greed,90.0,7.1238,6.9886,69.7367,
2025-05-05,BTC,Bitcoin,Layer-1,643422.662789,641977.137367,603624.55711,629987.589826,141882358311.38,12398691927423.32,53,Neutral,90.0,1.9179,16.0267,61.2797,
2025-05-06,BTC,Bitcoin,Layer-1,666507.269103,707816.134334,645511.391125,669247.998077,132209177628.49,13171370174923.37,71,Greed,90.0,6.2319,23.3353,74.1035,
2025-05-07,BTC,Bitcoin,Layer-1,693102.099725,722677.984865,666119.249263,695674.869681,120787692892.85,13691473499044.86,69,Greed,90.0,3.9487,23.6231,84.3548,
2025-05-08,BTC,Bitcoin,Layer-1,699504.900933,695924.800239,677991.49523,681787.750908,139138267201.97,13418163182761.53,55,Neutral,90.0,-1.9962,20.6254,75.1579,
2025-05-09,BTC,Bitcoin,Layer-1,676173.35152,698402.851748,685342.763255,689377.681623,208791399197.99,13567539478743.79,60,Greed,90.0,1.1132,23.6643,73.0864,
2025-05-10,BTC,Bitcoin,Layer-1,736289.879497,766928.822874,680163.739979,730587.048408,104221336595.44,14378574888889.77,77,Greed,90.0,5.9778,26.6124,76.1297,
2025-05-11,BTC,Bitcoin,Layer-1,681079.534115,725975.381877,678335.198147,698691.751614,46281760030.06,13750848303047.74,32,Fear,90.0,-4.3657,13.0327,78.2313,
2025-05-12,BTC,Bitcoin,Layer-1,675419.091018,725590.459225,625529.523372,669253.671052,107705120238.33,13171481823895.4,29,Fear,90.0,-4.2133,6.2328,71.1553,
2025-05-13,BTC,Bitcoin,Layer-1,653150.902718,710901.73433,648058.704787,655518.770755,89402685229.94,12901167296778.45,27,Fear,90.0,-2.0523,-2.0514,50.6774,
2025-05-14,BTC,Bitcoin,Layer-1,598574.619041,602652.057209,580607.349672,600483.675813,105177612373.24,11818029789927.42,11,Extreme Fear,88.18,-8.3957,-13.6833,33.1452,
2025-05-15,BTC,Bitcoin,Layer-1,590388.089071,614972.023616,580170.792039,597244.845104,161079180367.02,11754286845141.46,43,Neutral,90.0,-0.5394,-12.4002,33.1322,
2025-05-16,BTC,Bitcoin,Layer-1,607924.75366,622486.585598,601327.41374,615661.993467,31364906966.43,12116751999080.93,72,Greed,90.0,3.0837,-10.6931,29.105,
2025-05-17,BTC,Bitcoin,Layer-1,616620.573603,644726.851693,549699.20477,617989.034175,121346120031.55,12162550140675.63,46,Neutral,89.81,0.378,-15.412,26.531,
2025-05-18,BTC,Bitcoin,Layer-1,586120.45054,593094.648546,577645.873434,581887.974053,30260913584.89,11452050553166.71,24,Fear,90.0,-5.8417,-16.7175,12.0343,
2025-05-19,BTC,Bitcoin,Layer-1,519006.266575,537330.139717,502983.220856,534662.048416,175998511424.23,10522604144356.06,38,Fear,90.0,-8.116,-20.1107,1.1681,
2025-05-20,BTC,Bitcoin,Layer-1,540808.994228,549302.369289,533854.486835,539623.668095,102898269906.48,10620253042295.43,41,Neutral,90.0,0.928,-17.6799,-7.7671,
2025-05-21,BTC,Bitcoin,Layer-1,560860.29419,570471.86118,503471.969141,554727.296462,142254490649.72,10917505302713.84,65,Greed,90.0,2.7989,-7.6199,-6.2639,
2025-05-22,BTC,Bitcoin,Layer-1,578506.80809,592195.119051,570871.91702,580707.801895,113940717685.94,11428823760707.93,63,Greed,90.0,4.6835,-2.7689,-3.5539,
2025-05-23,BTC,Bitcoin,Layer-1,581835.406725,576205.397556,565804.840676,575184.663983,107677070418.76,11320123706055.48,46,Neutral,90.0,-0.9511,-6.5746,1.9632,
2025-05-24,BTC,Bitcoin,Layer-1,552930.074937,543750.04022,536427.75213,538497.46313,128010556372.73,10598088370114.66,24,Fear,90.0,-6.3783,-12.8629,-1.4366,
2025-05-25,BTC,Bitcoin,Layer-1,591289.316646,575321.400546,571280.24366,573743.595185,316586981276.2,11291762245662.19,91,Extreme Greed,90.0,6.5453,-1.3996,0.5057,BTC Hits 110K All-Time High
2025-05-26,BTC,Bitcoin,Layer-1,574993.723643,598618.781103,579370.509168,585052.802838,113705437526.24,11514337077128.52,65,Greed,90.0,1.9711,9.4248,5.415,
2025-05-27,BTC,Bitcoin,Layer-1,575577.083968,579096.220381,574840.375012,575923.660004,144796698401.06,11334667776669.93,45,Neutral,90.0,-1.5604,6.7269,-0.3171,
2025-05-28,BTC,Bitcoin,Layer-1,626486.431414,653342.301039,627181.804078,631859.170041,135783814532.07,12435526218899.84,89,Extreme Greed,90.0,9.7123,13.9045,16.3714,
2025-05-29,BTC,Bitcoin,Layer-1,606840.529812,682117.726166,563812.847492,618374.604292,40720697661.77,12170138488727.99,34,Fear,90.0,-2.1341,6.4864,13.9599,
2025-05-30,BTC,Bitcoin,Layer-1,666406.316685,740706.429948,668156.247614,668214.683661,35316221396.37,13151033667803.67,79,Greed,90.0,8.0599,16.1739,18.7433,
2025-05-31,BTC,Bitcoin,Layer-1,682894.86588,712423.405902,650489.370325,667481.216862,220852521450.27,13136598416964.6,53,Neutral,90.0,-0.1098,23.9525,18.0942,
2025-06-01,BTC,Bitcoin,Layer-1,712275.533673,720280.68507,686380.850634,701813.770243,206754616236.92,13812292286704.99,66,Greed,90.0,5.1436,22.3218,25.8952,
